Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
1170090,The Paradox of Choice: Why More Is Less,Barry Schwartz,"Schwartz, Barry",,"=""0060005688""","=""9780060005689""",4,3.83,Ecco,Hardcover,288,2004,2004,2019/12/08,2019/12/03,2019,2019 (#77),read,"We live in a world of increasing choices, and we tend to think that more choices is better. This book argues that having more choices is not always better.<br/><br/>It was very relatable for a number of reasons. One from a business point of view, what am I doing to my customers when I present them choices or lack of choices? Second from a personal point of view, how am I mentally draining myself when it comes to choices.<br/><br/>I fall into the category of maximizers, that is someone who seeks only the best choices. That means I tend to take a longer time making a decision, looking for the best deal, making sure my choice of a product or experience exceeds all others, etc... I never classified myself that way, and furthermore, its only with certain types of products/experiences that I try to maximize. If I think and self-reflect really hard, I probably maximize the choice of who my friends are, or how I spend my time. I tend to think of the opportunity cost of everything and its trickle down effects.<br/><br/>Schwartz breaks down many of the aspects of what leads up to making a choice, making a choice, and the aftermath of making a choice. What he ultimately advises is that we become 'Satisficers', that is someone who makes a decision once their criteria is met. So instead of searching for the best deal, having anticipated regret, etc... a satisficer has pre-set criteria and makes their decision based on that.<br/><br/>I would recommend anyone to read this, especially since we're all facing the problem of having to make a decision given a number of choices. I learned a lot, and have a lot to put into practice still.<br/><br/>One new word I learned reading this book:<br/><b>Ameliorate</b>: Make (something bad) better",,,1,0
23885825,The Unquiet Ones: A History of Pakistan Cricket,Osman Samiuddin,"Samiuddin, Osman",,"=""9350298015""","=""9789350298015""",0,4.30,HarperCollins India,Hardcover,546,2014,2014,,2019/12/31,to-read,to-read (#209),to-read,,,,0,0
7920863,The World According to Garp: A Novel (Ballantine Reader's Circle),John Irving,"Irving, John",,"=""0345418018""","=""9780345418012""",4,4.11,Ballantine Books,Paperback,510,1997,1978,2019/06/29,2019/06/21,2019,2019 (#33),read,"You'll laugh and be so amused as you read this book, which holds no punches in its writing and frankness, and has layers of societal and individual commentary for days. <br/><br/>Jenny Fields who in a sense rejects the idea of marriage, beds a dying soldier, becomes pregnant with Garp, and then raises him without a husband. I loved the character of Jenny, she takes the feminist role to an extreme, which I believe Irving assigns to her, to draw out a larger point about how far can movements in Feminism go before they turn to ridiculousness - not that there is anything wrong with the movement. I think about the same thing with other movements.<br/><br/>Jenny goes on to become a well-known writer and feminist hero. Garp, on the other hand, struggles with his writing, with romance/marriage (a thing Jenny didn't anticipate), eventually gets published but overall is a pretty funny and dismal example of a son in the context of his strong feminist mother Jenny. <br/><br/>In general, this novel is complex, full of irony, and fun to read. I think I'll have to come back to it to truly value it.<br/><br/>Some quotes I loved:<br/><br/><blockquote>""...wherever the TV glowed, there sits someone who isn't reading""</blockquote><br/><br/>The opening line of Jenny's famous novel:<br/><blockquote>""In this dirty-minded world, she thought, you are either somebody's wife or somebody's whore – or fast on your way to becoming one or the other. If you don't fit either category, then everyone tries to make you think there is something wrong with you.""</blockquote><br/><br/>Some words I've learned:<br/><b>Prophylatic</b>: Medicine or course of action to prevent disease<br/><b>Morass</b>:Complicated or confused situation<br/><b>Caustic</b>: Sarcaastic in a scathing and bitter way",,,1,0
20764879,"A Gathering of Shadows (Shades of Magic, #2)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765376474""","=""9780765376473""",2,4.20,Tor,Hardcover,512,2016,2016,2018/04/30,2018/12/27,2018,2018 (#2),read,,,,1,0
3711,White Teeth,Zadie Smith,"Smith, Zadie",,"=""0375703861""","=""9780375703867""",2,3.79,Vintage,Paperback,448,2001,2000,2016/11/30,2018/12/28,2016,2016 (#37),read,,,,1,0
2213661,The Graveyard Book,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0060530928""","=""9780060530921""",4,4.16,HarperCollins,Hardcover,312,2008,2008,2016/02/28,2018/12/28,2016,2016 (#29),read,,,,1,0
61049,Autobiography of Red,Anne Carson,"Carson, Anne",Stesichorus,"=""037570129X""","=""9780375701290""",3,4.26,Vintage Books,Paperback,160,1999,1998,2015/08/30,2018/12/30,2015,2015 (#5),read,,,,1,0
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus",Martin Hammond,"=""0140449337""","=""9780140449334""",5,4.28,Penguin Books,Paperback,254,2006,180,2019/09/11,2019/09/03,"2019, favorites, 2014","2019 (#51), favorites (#11), 2014 (#53)",read,"One of those books that I like to call 'required reading'. [a:Marcus Aurelius|17212|Marcus Aurelius|https://images.gr-assets.com/authors/1430676293p2/17212.jpg]' writes his stoic thoughts down, and many would say its meager, but the fact that these were the thoughts of a Roman emperor make it much more fascinating and much more human. At some points I was thinking, ""Wow, so even a person of this level of power,  status and influence could hold these types of thoughts..""  I've read this multiple times, and each time there's more to gleam from it than before.<br/><br/>The more you read other books (especially philosophy and psychology), and the more experienced you are in life, then the more you'll take out of this. I think I came out with a few big thoughts;<br/><br/>• Life is short,creating happiness within it is to create that state of mind and practice. You can waste your life on others' misgivings, or you can choose your own life and carve your own path. How can I get to the point where I live every day as if its my last, but in the sense of I don't have to change my actions on the impending knowledge of Death approaching? He states to himself <i>“Do not waste what remains of your life in speculating about your neighbors. Anything that distracts you from fidelity to the Ruler within you— means a loss of opportunity for some other task.”</i> and <i>""...life is opinion""</i><br/>• Control myself, I don't have to do everything everywhere all the time, nor do I need to react to everything and everyone around me. I don't need to embellish my life for the sake of embellishment. I don't need to respond to everything that I experience and see. Get to the heart of things, don't sprinkle it with anything 'superfluous'. The lower amount of these distractions will indeed lead to more time to focus on myself and what is most important to me and my surroundings.<br/><br/>Overall, this book is a library of prolific and aphoristic thoughts that are quotable and will make you think and reflect on your own life, thoughts, relationships, and well-being:<br/><br/><i>“If you are distressed by anything external, the pain is not due to the thing itself, but to your estimate of it; and this you have the power to revoke at any moment.” </i><br/><i>“Very little is needed to make a happy life; it is all within yourself in your way of thinking.” </i><br/><i>“The best revenge is not to be like your enemy.” </i><br/><i>“You have power over your mind - not outside events. Realize this, and you will find strength.”</i><br/><i>“Waste no more time arguing about what a good man should be. Be one.”</i><br/><i>“We all love ourselves more than other people, but care more about their opinion than our own.”</i><br/><br/>Goes without saying, highly recommended.",,,2,0
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",5,4.29,Houghton Mifflin,Paperback,366,2002,1937,2014/11/30,2019/12/31,2014,2014 (#52),read,,,,1,0
4865,How to Win Friends & Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""""",4,4.22,Gallery Books,Paperback,288,1998,1936,2014/08/31,2019/12/31,2014,2014 (#51),read,,,,1,0
50196744,Know My Name,Chanel Miller,"Miller, Chanel",,"=""0735223718""","=""9780735223714""",0,4.69,Viking,ebook,384,2019,2019,,2019/11/18,to-read,to-read (#168),to-read,,,,0,0
6649312,Whistling Vivaldi: And Other Clues to How Stereotypes Affect Us (Issues of Our Time),Claude M. Steele,"Steele, Claude M.",,"=""039306249X""","=""9780393062496""",0,3.92,W. W. Norton & Company,Hardcover,242,2010,2010,,2019/12/30,to-read,to-read (#208),to-read,,,,0,0
42040559,"What the Eyes Don't See: A Story of Crisis, Resistance, and Hope in an American City (One World Essentials)",Mona Hanna-Attisha,"Hanna-Attisha, Mona",,"=""0399590854""","=""9780399590856""",0,4.33,One World,Paperback,384,2019,2018,,2019/12/30,to-read,to-read (#207),to-read,,,,0,0
42983724,Drive Your Plow Over the Bones of the Dead,Olga Tokarczuk,"Tokarczuk, Olga",Antonia Lloyd-Jones,"=""0525541330""","=""9780525541332""",4,3.95,Riverhead Books,Hardcover,274,2019,2009,2019/12/03,2019/10/10,2019,2019 (#76),read,"<blockquote>""...it's animals taking revenge on people...""</blockquote><br/><br/>I loved this much more than [b:Flights|36885304|Flights|Olga Tokarczuk|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512417961l/36885304._SX50_.jpg|2014747], this is a much more cohesive story. There's a good mystery that drives the plot, and a lot of focus on our relationship with the environment, animals, and earth. The main character (Janina) is a bit eccentric and very into astrology, but throughout the book you believe her, and you sympathize with her point of view. <br/><br/>Janina asks people in the story, and the reader questions such as <i>""What sort of world is this where killing and pain are the norm?""</i>, she's talking about animals; but its beyond that, its the whole ecosystem, its humans, its more. She says, <i>""Attitude towards animals...show the truth about a country""</i> which implies that if a country can not even hold respect for an animal, maybe there are other things it will take for granted as time goes on.<br/><br/>There's a lot of funny remarks, observations, etc..:<br/><i>""Are you religious?""</i><br/><i>""Yes...I'm an athiest""</i><br/><br/><i>""...someone who overuses the phrase 'in truth' is sure to be a liar""</i><br/><br/><i>""...it seems to me we're living in a world that we fabricate for ourselves. We decide what's good and what isn't...and then we spend our whole lives struggling with what we have invented for ourselves..."" </i><br/><br/>This book's mystery and characters are terrific. Its an engrossing read where I really felt like I was in a snow covered remote part of Poland, isolated from society, trying to mind my own business like Janina. I'm glad <i>Flights</i> by Olga didn't discourage me from reading this, highly recommended!<br/><br/>Some words I learned:<br/><b>Foehn</b>: A hot southern wind on the northern slopes of the alps.<br/><b>Reconnoiter</b>: Make a military observation of a region<br/><b>Saturnine</b>: (of a person) Slow and gloomy; or dark in color, moody, mysterious<br/><b>Chiaroscuro</b>: Treatment of light and shade in drawing and painting<br/><b>Tenebrism</b>: Dark, gloomy, mysterious; dramatic illumination<br/><b>Taphonomy</b>: Branch of paleontology that deals with fossilization",,,1,0
40603587,"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,"=""""","=""""",4,4.14,Orbit,ebook,400,2008,1993,2019/12/24,2019/12/18,2019,2019 (#81),read,"I've played the games, but never read the books. Wow can Spakowski write. I loved the structure and format of the book, and how each story was like a play/retelling of a fairy tale. Nothing is what it seems in Geralt's world, and fairy tale's are just fiction.<br/><br/><blockquote><br/>“People,"" Geralt turned his head, ""like to invent monsters and monstrosities. Then they seem less monstrous themselves. <br/></blockquote><br/><br/>The Witcher is great and entertaining, with tons of action. Every story in this book is unique and interesting, no plot is recycled or overdone. There's all sorts of twists and unexpected turns in these stories. There's great pacing, and no need to rush as each story begins and closes in its own way.<br/><br/>Highly recommend it, and definitely will continue my journey with the next book!<br/>",,,1,0
1922929,"The Black Swan: The Impact of the Highly Improbable (Second edition - With a new section: ""On Robustness and Fragility"")",Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""081297381X""","=""9780812973815""",4,3.96,Random House Trade Paperbacks,Paperback,444,2010,2007,2019/11/26,2019/11/18,2019,2019 (#73),read,"Anyone who saw me reading this book thought it was about the movie <i>Black Swan</i> and led me to discussing what this Black Swan was really about: How impactful certain surprise events are in our world.<br/><br/>NNT describes Black Swans as <b>1.</b> Surprise/Unexpected events, <b>2.</b>. extremely impactful, and <b>3.</b> explainable or rationalized only after the fact. Some examples include :development of electricity, World War I, or the planes hitting the twin towers on 9/11.<br/><br/>Finding Black Swans can be seen as a problem statement: <i>""...how can we figure out properties of the (infinite) unknown based on the (finite) known?""</i><br/><br/>We tend to to live in our world blind to Black Swan events, and tend to be very bad at predicting them. We learned to look at the obvious and draw predictions from what's available to us, hence we tend to overlook Black Swan events.<br/><br/>Some big takeaways I have:<br/><br/><b>•</b> Certain things are susceptible to Black Swans, and others are not. This is helped made distinct by defining <i>Mediocistian</i> (not subject to disproportionate impact from black swan) sets of samples and <i>Extremistan</i> (subject to disproportionate impact from black swan) sets of samples. Examples: <i>Mediocistian</i>: Height, Weight, Income per Hour, Car Accidents. <i>Extremistan</i>: Wealth, Book Sales per Author, City Population, Planet Size.<br/><b>•</b> We overestimate and lean heavily on what we know and our experiences, and underestimate uncertainty - this includes fooling ourselves into thinking we are basing our understandings on cognition.<br/><b>•</b> 'Silent evidence' or evidence that has failed to exist or be produced, is largely ignored in our understanding and predictions. <br/><b>•</b> We build narratives backwards to events that end up having biases in distinguishing the cause and effect of events.<br/><b>•</b> Randomness can be looked at as incomplete information.<br/><b>•</b> Battle against (some) Black Swans by making them into Gray Swans; don't be narrow minded, seize opportunities, be wary of precise plans by organizations that need to service themselves to survive, make positive and negative contingencies clear. Every bit helps.<br/><br/>NNT may have a tone that offends many, but his wisdom is not lost. I think this book opened my mind into my own way of thinking, predicting, and reacting to events. It has definitely made me more aware and hoping the knowledge finds its way into the way I work and regard things in the future.<br/><br/>New words I learned:<br/><b>Fideism</b>: Relying on faith not reason<br/><b>Erudite</b>: Having or showing great knowledge or learning",,,1,0
