Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
52045757,Minor Detail,Adania Shibli,"Shibli, Adania",Elisabeth Jaquette,"=""191309717X""","=""9781913097172""",0,4.19,Fitzcarraldo Editions,Paperback,144,2020,2017,,2023/11/04,to-read,to-read (#826),to-read,,,,0,0
60531420,The Sunlit Man,Brandon Sanderson,"Sanderson, Brandon","Ernanda Souza, Nabetse Zitro, Kudriaken","=""1938570391""","=""9781938570391""",0,4.29,Dragonsteel Entertainment,Hardcover,447,2023,2023,,2023/11/04,to-read,to-read (#825),to-read,,,,0,0
321357,The Death of the Necromancer (Ile-Rien #2),Martha Wells,"Wells, Martha",,"=""0380788144""","=""9780380788149""",0,4.03,Avon Eos,Paperback,544,1999,1998,,2023/11/04,to-read,to-read (#824),to-read,,,,0,0
367335,City of Bones,Martha Wells,"Wells, Martha",,"=""0812567080""","=""9780812567083""",0,3.99,Tor Fantasy / Tom Doherty Associates,Mass Market Paperback,442,1996,1995,,2023/11/04,to-read,to-read (#823),to-read,,,,0,0
61885085,"Witch King (The Rising World, #1)",Martha Wells,"Wells, Martha",,"=""1250826799""","=""9781250826794""",2,3.70,Tor Books,Hardcover,415,2023,2023,2023/11/04,2023/05/20,2023,2023 (#36),read,,,,1,0
652855,Eddie and the Cruisers,P.F. Kluge,"Kluge, P.F.",,"=""0962325023""","=""9780962325021""",0,3.93,Viking Press,Paperback,260,1999,1980,,2023/11/02,to-read,to-read (#822),to-read,,,,0,0
1059589,The Siege of Krishnapur,J.G. Farrell,"Farrell, J.G.",,"=""0151823235""","=""9780151823239""",4,3.93,Houghton Mifflin Harcourt,Hardcover,344,1974,1973,2023/10/29,2021/12/29,2023,2023 (#35),read,,,,1,0
60149549,Savor: A Chef's Hunger for More,Fatima Ali,"Ali, Fatima",Tarajia Morrell,"=""0593355199""","=""9780593355190""",0,4.50,Ballantine Books,Hardcover,384,2022,,,2023/10/25,to-read,to-read (#821),to-read,,,,0,0
2038303,Fire from Heaven,Mary Renault,"Renault, Mary",,"=""0394424921""","=""9780394424927""",4,3.96,Pantheon/Random House (NYC),Hardcover,375,1969,1969,2023/10/20,2019/07/30,2023,2023 (#34),read,,,,1,0
1022258,Scaling in Biology (Santa Fe Institute Studies on the Sciences of Complexity),Geoffrey B. West,"West, Geoffrey B.",James H. Brown,"=""0195131428""","=""9780195131420""",0,4.36,Oxford University Press,Paperback,368,2000,2000,,2023/10/16,to-read,to-read (#820),to-read,,,,0,0
140671,"The Black Company (The Chronicles of the Black Company, #1)",Glen Cook,"Cook, Glen",,"=""""","=""""",0,3.93,Tor Fantasy,Mass Market Paperback,319,1992,1984,,2023/10/13,to-read,to-read (#819),to-read,,,,0,0
1186490,"Small Gods (Discworld, #13)",Terry Pratchett,"Pratchett, Terry",,"=""0575052228""","=""9780575052222""",4,4.32,Gollancz,Hardcover,,1992,1992,2023/10/11,2023/08/19,2023,2023 (#33),read,,,,1,0
111673828,"The Fragile Threads of Power (Threads of Power, #1)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765387492""","=""9780765387493""",0,4.27,Tor Books,Hardcover,648,2023,2023,,2023/10/11,to-read,to-read (#818),to-read,,,,0,0
40792913,"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,"Morgan, Richard K.",,"=""""","=""""",0,4.04,Del Rey,Kindle Edition,544,2018,2002,,2023/10/11,to-read,to-read (#817),to-read,,,,0,0
64222,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060502932""","=""9780060502935""",0,4.41,HarperTorch,Mass Market Paperback,394,2005,2004,,2023/10/11,to-read,to-read (#816),to-read,,,,0,0
67100,The Calcutta Chromosome,Amitav Ghosh,"Ghosh, Amitav",,"=""0380813947""","=""9780380813940""",0,3.49,Harper Perennial,Paperback,320,2001,1996,,2023/10/11,to-read,to-read (#815),to-read,,,,0,0
6452731,Justice: What's the Right Thing to Do?,Michael J. Sandel,"Sandel, Michael J.",,"=""0374180652""","=""9780374180652""",4,4.30,"Farrar, Straus and Giroux",Hardcover,308,2009,2007,2022/01/19,2021/12/28,2022,2022 (#6),read,,,,1,0
9317452,"Rivers of London (Rivers of London, #1)",Ben Aaronovitch,"Aaronovitch, Ben",,"=""0575097566""","=""9780575097568""",0,3.85,Gollancz,Hardcover,392,2011,2011,,2023/10/05,to-read,to-read (#814),to-read,,,,0,0
13058637,Subliminal: How Your Unconscious Mind Rules Your Behavior,Leonard Mlodinow,"Mlodinow, Leonard",,"=""0307378217""","=""9780307378217""",0,4.06,Pantheon,Hardcover,260,2012,2012,,2023/10/05,to-read,to-read (#813),to-read,,,,0,0
138505710,Doppelganger: A Trip into the Mirror World,Naomi Klein,"Klein, Naomi",,"=""0374610320""","=""9780374610326""",0,4.21,"Farrar, Straus and Giroux",Hardcover,416,2023,2023,,2023/10/02,to-read,to-read (#812),to-read,,,,0,0
58703758,Tomb of Sand,Geetanjali Shree,"Shree, Geetanjali",Daisy Rockwell,"=""""","=""""",0,3.68,Tilted Axis Press,Paperback,739,2021,2018,,2023/10/02,to-read,to-read (#811),to-read,,,,0,0
52706058,"The Honjin Murders (Detective Kosuke Kindaichi, #1)",Seishi Yokomizo,"Yokomizo, Seishi",Louise Heal Kawai,"=""1782275002""","=""9781782275008""",4,3.64,Pushkin Vertigo,Paperback,189,2019,1946,2023/10/01,2023/09/15,2023,2023 (#32),read,,,,1,0
18966806,"Morning Star (Red Rising Saga, #3)",Pierce Brown,"Brown, Pierce",,"=""0345539842""","=""9780345539847""",4,4.53,Del Rey,Hardcover,525,2016,2016,2023/09/28,2023/09/25,2023,2023 (#31),read,,,,1,0
16386,Do Butlers Burgle Banks?,P.G. Wodehouse,"Wodehouse, P.G.",,"=""1585677477""","=""9781585677474""",0,3.91,The Overlook Press,Hardcover,201,2006,1968,,2023/09/25,to-read,to-read (#810),to-read,,,,0,0
141152,Ramayana,Vālmīki,"Vālmīki, Vālmīki","William Buck, B.A. van Nooten, Shirley Triest","=""0520227034""","=""9780520227033""",0,4.19,University of California Press,Paperback,461,1976,-400,,2023/09/24,to-read,to-read (#809),to-read,,,,0,0
20697410,"Golden Son (Red Rising Saga, #2)",Pierce Brown,"Brown, Pierce",,"=""0345539818""","=""9780345539816""",4,4.48,Del Rey,Hardcover,447,2015,2015,2023/09/23,2023/09/22,2023,2023 (#30),read,,,,1,0
123636870,Study for Obedience,Sarah Bernstein,"Bernstein, Sarah",,"=""1039009069""","=""9781039009066""",0,3.01,Knopf Canada,Hardcover,192,2023,2023,,2023/09/23,to-read,to-read (#807),to-read,,,,0,0
157184735,Rouge,Mona Awad,"Awad, Mona",,"=""""","=""""",0,3.54, S&S,Kindle Edition,383,2023,2023,,2023/09/23,to-read,to-read (#808),to-read,,,,0,0
63063173,Scaling People: Tactics for Management and Company Building,Claire Hughes Johnson,"Johnson, Claire Hughes",,"=""1953953212""","=""9781953953216""",0,4.25,Stripe Press,Hardcover,480,2023,,,2023/09/19,to-read,to-read (#806),to-read,,,,0,0
13586932,The Outsiders: Eight Unconventional CEOs and Their Radically Rational Blueprint for Success,William N. Thorndike Jr.,"Jr., William N. Thorndike",,"=""1422162672""","=""9781422162675""",0,4.22,Harvard Business Review Press,Hardcover,251,2012,2012,,2023/09/19,to-read,to-read (#805),to-read,,,,0,0
59612836,"The Hexologists (The Hexologists, #1)",Josiah Bancroft,"Bancroft, Josiah",,"=""""","=""""",0,3.80,Orbit,Kindle Edition,318,2023,2023,,2023/09/18,to-read,to-read (#804),to-read,,,,0,0
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,"=""0345539788""","=""9780345539786""",4,4.27,Del Rey,Hardcover,382,2014,2014,2023/09/18,2023/08/18,2023,2023 (#29),read,,,,1,0
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""015603008X""","=""9780156030083""",0,4.23,Harvest Books,Paperback,311,2004,1966,,2019/08/06,to-read,to-read (#105),to-read,,,,0,0
82751,Chinese Cinderella: The True Story of an Unwanted Daughter,Adeline Yen Mah,"Mah, Adeline Yen",,"=""0440228654""","=""9780440228653""",0,4.08,Laurel Leaf (Random House Children's Books ),Mass Market Paperback,205,2009,1999,,2023/09/15,to-read,to-read (#803),to-read,,,,0,0
8779896,The Monkey's Paw,W.W. Jacobs,"Jacobs, W.W.",,"=""1583419195""","=""9781583419199""",4,3.84,Creative Educ,Library Binding,32,2010,1902,2023/09/10,2023/08/24,2023,2023 (#28),read,,,,1,0
50365,"A Suitable Boy (A Bridge of Leaves, #1)",Vikram Seth,"Seth, Vikram",,"=""0060786523""","=""9780060786526""",0,4.11,Harper Perennial Modern Classics,Paperback,1474,2005,1993,,2023/09/08,to-read,to-read (#802),to-read,,,,0,0
64216,"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061020648""","=""9780061020643""",0,4.34,HarperTorch,Mass Market Paperback,376,2001,1989,,2023/09/06,to-read,to-read (#801),to-read,,,,0,0
62802771,Loot,Tania James,"James, Tania",,"=""0593535979""","=""9780593535974""",3,3.80,Knopf,Hardcover,304,2023,2023,2023/09/05,2023/08/25,2023,2023 (#27),read,,,,1,0
60211,"The Shadow of the Torturer (The Book of the New Sun, #1)",Gene Wolfe,"Wolfe, Gene",,"=""0671540661""","=""9780671540661""",0,3.84,Pocket,Paperback,262,1984,1980,,2023/09/03,to-read,to-read (#800),to-read,,,,0,0
58416952,"The Will of the Many (Hierarchy, #1)",James  Islington,"Islington, James",,"=""1982141190""","=""9781982141196""",4,4.60,Gallery / Saga Press,Kindle Edition,639,2023,2023,2023/09/01,2023/08/25,2023,2023 (#26),read,,,,1,0
60705863,Peerless Among Princes: The Life and Times of Sultan Süleyman,Kaya Şahin,"Şahin, Kaya",,"=""0197531636""","=""9780197531631""",0,4.06,Oxford University Press,Hardcover,384,2023,,,2023/08/26,to-read,to-read (#799),to-read,,,,0,0
51708831,"Metropolis: A History of the City, Humankind's Greatest Invention",Ben    Wilson,"Wilson, Ben",,"=""0385543468""","=""9780385543460""",0,4.13,Doubleday,Hardcover,464,2020,2020,,2023/08/26,to-read,to-read (#798),to-read,,,,0,0
61612864,"The Book That Wouldn’t Burn (The Library Trilogy, #1)",Mark  Lawrence,"Lawrence, Mark",,"=""0593437918""","=""9780593437919""",0,3.98,Ace,Hardcover,559,2023,2023,,2023/08/25,to-read,to-read (#797),to-read,,,,0,0
61884928,Masters of Death,Olivie Blake,"Blake, Olivie",,"=""1250892465""","=""9781250892461""",3,3.66,Tor Books,Hardcover,384,2023,2018,2023/08/24,2021/08/06,2023,2023 (#25),read,,,,1,0
7669,Timeline,Michael Crichton,"Crichton, Michael",,"=""0099244721""","=""9780099244721""",0,3.87,Arrow Books,Mass Market Paperback,489,2000,1999,,2023/08/20,to-read,to-read (#796),to-read,,,,0,0
63241104,Tom Lake,Ann Patchett,"Patchett, Ann",,"=""006332752X""","=""9780063327528""",0,3.95,Harper,Hardcover,309,2023,2023,,2023/08/16,to-read,to-read (#795),to-read,,,,0,0
61884835,King of the Armadillos,Wendy Chin-Tanner,"Chin-Tanner, Wendy",,"=""1250843006""","=""9781250843005""",0,3.88,Flatiron Books,Hardcover,336,2023,2023,,2023/08/16,to-read,to-read (#794),to-read,,,,0,0
60784546,"Divine Rivals (Letters of Enchantment, #1)",Rebecca   Ross,"Ross, Rebecca",,"=""1250857430""","=""9781250857439""",0,4.16,Wednesday Books,Hardcover,357,2023,2023,,2023/08/16,to-read,to-read (#793),to-read,,,,0,0
6405181,Death in Spring,Mercè Rodoreda,"Rodoreda, Mercè",Martha Tennent,"=""1934824119""","=""9781934824115""",0,3.75,Open Letter,Hardcover,150,2009,1986,,2023/08/15,to-read,to-read (#791),to-read,,,,0,0
50158,N.P,Banana Yoshimoto,"Yoshimoto, Banana",Ann Sherif,"=""0802142990""","=""9780802142993""",0,3.55,Grove Press,Paperback,208,2008,1990,,2023/08/15,to-read,to-read (#790),to-read,,,,0,0
3148298,The Time Regulation Institute,Ahmet Hamdi Tanpınar,"Tanpınar, Ahmet Hamdi",Ender Gürol,"=""1892381036""","=""9781892381033""",0,4.40,Turko Tatar Pr,Paperback,330,2002,1954,,2023/08/15,to-read,to-read (#789),to-read,,,,0,0
669780,Season of Migration to the North,Tayeb Salih,"Salih, Tayeb",Denys Johnson-Davies,"=""0435900668""","=""9780435900663""",0,3.72,Heinemann,Paperback,176,1970,1966,,2023/08/15,to-read,to-read (#788),to-read,,,,0,0
27822,Eugene Onegin,Alexander Pushkin,"Pushkin, Alexander",James E. Falen,"=""""","=""""",0,4.10,Oxford University Press,Paperback,240,1998,1833,,2023/08/15,to-read,to-read (#787),to-read,,,,0,0
134850286,Franchman's Creek,Daphne du Maurier,"Maurier, Daphne du",,"=""""","=""""",0,3.99,Pocket,Mass Market Paperback,0,1947,1941,,2023/08/15,to-read,to-read (#786),to-read,,,,0,0
14029,Beauty and Sadness,Yasunari Kawabata,"Kawabata, Yasunari",Howard S. Hibbett,"=""0679761055""","=""9780679761051""",0,3.81,Knopf Doubleday Publishing Group,Paperback,206,1996,1964,,2023/08/15,to-read,to-read (#785),to-read,,,,0,0
60531416,Yumi and the Nightmare Painter,Brandon Sanderson,"Sanderson, Brandon",Aliya Chen,"=""1938570375""","=""9781938570377""",4,4.45,Dragonsteel Entertainment,Hardcover,480,2023,2023,2023/08/15,2023/07/31,2023,2023 (#24),read,,,,1,0
35746278,On Grand Strategy,John Lewis Gaddis,"Gaddis, John Lewis",,"=""1594203512""","=""9781594203510""",0,3.75,Penguin Press/Penguin Group (USA) Inc.,Hardcover,368,2018,2018,,2023/08/15,to-read,to-read (#784),to-read,,,,0,0
528493,Arturo's Island,Elsa Morante,"Morante, Elsa",,"=""1586420410""","=""9781586420413""",0,4.03,Zoland Books,Paperback,384,1998,1957,,2023/08/15,to-read,to-read (#783),to-read,,,,0,0
10900053,The Beauty and the Sorrow: An Intimate History of the First World War,Peter Englund,"Englund, Peter",,"=""1846683424""","=""9781846683428""",0,4.18,Profile Books,Hardcover,532,2011,2008,,2023/08/13,to-read,to-read (#782),to-read,,,,0,0
13662,"The Tombs of Atuan (Earthsea Cycle, #2)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0689845367""","=""9780689845369""",0,4.13,Aladdin Paperbacks,Mass Market Paperback,180,2001,1971,,2023/08/13,to-read,to-read (#781),to-read,,,,0,0
50485649,In My Dreams I Hold a Knife,Ashley Winstead,"Winstead, Ashley",,"=""172822988X""","=""9781728229881""",0,3.80,Sourcebooks Landmark,Hardcover,345,2021,2021,,2023/08/13,to-read,to-read (#780),to-read,,,,0,0
38787,Pedro Páramo,Juan Rulfo,"Rulfo, Juan","Susan Sontag, Margaret Sayers Peden","=""0802133908""","=""9780802133908""",0,4.06,Grove Press,Paperback,128,1994,1955,,2023/08/13,to-read,to-read (#779),to-read,,,,0,0
11702,The Labyrinth of Solitude and Other Writings,Octavio Paz,"Paz, Octavio","Lysander Kemp, Yara Milos","=""080215042X""","=""9780802150424""",0,4.10,Grove Press,Paperback,398,1994,1950,,2023/08/13,to-read,to-read (#778),to-read,,,,0,0
35066358,The First Fifteen Lives of Harry August,Claire North,"North, Claire",,"=""""","=""""",0,4.03,Redhook,Kindle Edition,417,2014,2014,,2023/08/13,to-read,to-read (#777),to-read,,,,0,0
57438319,"Assassin's Apprentice (The Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin",Magali Villeneuve,"=""""","=""""",0,4.19,Spectra,Kindle Edition,464,2019,1995,,2023/08/05,to-read,to-read (#776),to-read,,,,0,0
39936532,North and South,Elizabeth Gaskell,"Gaskell, Elizabeth",,"=""""","=""""",0,4.15,Open Road Media Romance,Kindle Edition,440,2014,1855,,2023/07/31,to-read,to-read (#775),to-read,,,,0,0
34814851,The Peregrine,J.A. Baker,"Baker, J.A.","John Fanshawe, Mark Cocker, Robert Macfarlane","=""""","=""""",0,4.15,William Collins,Kindle Edition,225,2017,1967,,2023/07/31,to-read,to-read (#774),to-read,,,,0,0
61421619,The Ethics of Beauty,Timothy G. Patitsas,"Patitsas, Timothy G.",,"=""1635511143""","=""9781635511147""",0,4.66,Road to Emmaus Foundation / St. Nicholas Press,Kindle Edition,910,2022,,,2023/07/31,to-read,to-read (#773),to-read,,,,0,0
29449834,Zorba The Greek,Nikos Kazantzakis,"Kazantzakis, Nikos",,"=""""","=""""",0,4.04,,Kindle Edition,373,2016,1946,,2023/07/31,to-read,to-read (#772),to-read,,,,0,0
60965426,The Creative Act: A Way of Being,Rick Rubin,"Rubin, Rick",,"=""0593652886""","=""9780593652886""",0,3.99,Penguin Press,Hardcover,406,2023,2023,,2023/07/31,to-read,to-read (#771),to-read,,,,0,0
19090648,The Enchiridion,Epictetus,"Epictetus, Epictetus",,"=""""","=""9781625393364""",0,4.25,Waxkeep Publishing,Kindle Edition,41,2013,125,,2023/07/31,to-read,to-read (#770),to-read,,,,0,0
36517760,The World-Ending Fire,Wendell Berry,"Berry, Wendell",,"=""1640090282""","=""9781640090286""",0,4.41,Counterpoint Press,Hardcover,368,2018,2017,,2023/07/31,to-read,to-read (#769),to-read,,,,0,0
8890606,The Last Unicorn,Peter B. Gillis,"Gillis, Peter B.","Peter S. Beagle, Renae De Liz, Ray Dillon","=""1600108512""","=""9781600108518""",0,4.34,IDW,Hardcover,167,2011,2011,,2022/10/26,to-read,to-read (#656),to-read,,,,0,0
129898,Lancelot: The Knight of the Cart (Chretien de Troyes Romances S),Chrétien de Troyes,"Troyes, Chrétien de",Burton Raffel,"=""0300071213""","=""9780300071214""",0,3.56,Yale University Press,Paperback,254,1997,1176,,2022/08/26,to-read,to-read (#618),to-read,,,,0,0
43984864,"The Rage of Dragons (The Burning, #1)",Evan Winter,"Winter, Evan",,"=""""","=""""",0,4.31,Orbit,ebook,544,2019,2017,,2023/07/29,to-read,to-read (#768),to-read,,,,0,0
61431922,"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374046""","=""9781649374042""",3,4.58,Entangled: Red Tower Books,Hardcover,517,2023,2023,2023/07/28,2023/05/07,2023,2023 (#23),read,,,,1,0
61884842,The Deep Sky,Yume Kitasei,"Kitasei, Yume",,"=""1250875331""","=""9781250875334""",0,3.69,Flatiron Books,Hardcover,399,2023,2023,,2023/07/23,to-read,to-read (#767),to-read,,,,0,0
10884,Einstein: His Life and Universe,Walter Isaacson,"Isaacson, Walter",,"=""0743264738""","=""9780743264730""",0,4.17,Simon & Schuster,Hardcover,675,2007,2007,,2023/07/22,to-read,to-read (#766),to-read,,,,0,0
12321,Beyond Good and Evil,Friedrich Nietzsche,"Nietzsche, Friedrich","Michael Tanner, R.J. Hollingdale","=""014044923X""","=""9780140449235""",0,4.03,Penguin Classics,Paperback,240,2003,1886,,2023/07/22,"to-read, on-hold","to-read (#765), on-hold (#4)",to-read,,,,0,0
31670196,"Scale: The Universal Laws of Growth, Innovation, Sustainability, and the Pace of Life in Organisms, Cities, Economies, and Companies",Geoffrey B. West,"West, Geoffrey B.",,"=""1594205582""","=""9781594205583""",3,4.11,Penguin Press,Hardcover,481,2017,2017,2023/07/22,2023/05/27,2023,2023 (#22),read,,,,1,0
15896769,Human Behavior and the Principle of Least Effort: An Introduction to Human Ecology,George Kingsley Zipf,"Zipf, George Kingsley",,"=""161427312X""","=""9781614273127""",0,3.81,Martino Fine Books,Paperback,588,2012,2012,,2023/07/21,to-read,to-read (#764),to-read,,,,0,0
10379376,The House of Wisdom: How Arabic Science Saved Ancient Knowledge and Gave Us the Renaissance,Jim Al-Khalili,"Al-Khalili, Jim",,"=""1594202796""","=""9781594202797""",0,3.95,Penguin Press,Hardcover,336,2011,2010,,2023/07/05,to-read,to-read (#763),to-read,,,,0,0
262147,Maurice,E.M. Forster,"Forster, E.M.","P.N. Furbank, David Leavitt","=""0141441135""","=""9780141441139""",0,4.08,Penguin,Paperback,232,2005,1971,,2023/06/25,to-read,to-read (#762),to-read,,,,0,0
50202799,"Human Diversity: The Biology of Gender, Race, and Class",Charles Murray,"Murray, Charles",,"=""1538744015""","=""9781538744017""",4,4.04,Twelve,Hardcover,528,2020,2020,2023/06/24,2020/10/02,2023,2023 (#21),read,,,,1,0
20575419,The Emerald Light in the Air,Donald Antrim,"Antrim, Donald",,"=""0374280932""","=""9780374280932""",2,3.53,"Farrar, Straus and Giroux",Hardcover,176,2014,2014,2023/06/09,2023/05/20,2023,2023 (#20),read,,,,1,0
76778,The Martian Chronicles,Ray Bradbury,"Bradbury, Ray",Michael Whelan,"=""0553278223""","=""9780553278224""",0,4.16,Bantam/Spectra,Mass Market Paperback,182,1984,1950,,2023/06/06,to-read,to-read (#761),to-read,,,,0,0
3429641,Men in the Sun,Ghassan Kanafani,"Kanafani, Ghassan",Hilary Kilpatrick,"=""0435994115""","=""9780435994112""",4,4.21,Heinemann Educ.,Paperback,96,1978,1963,2023/05/30,2023/05/29,2023,2023 (#19),read,,,,1,0
31951505,The Great Leveler: Violence and the History of Inequality from the Stone Age to the Twenty-First Century (The Princeton Economic History of the Western World),Walter Scheidel,"Scheidel, Walter",,"=""0691165025""","=""9780691165028""",0,3.81,Princeton University Press,Hardcover,528,2017,2017,,2023/05/27,to-read,to-read (#760),to-read,,,,0,0
75831,The Fatal Conceit: The Errors of Socialism,Friedrich A. Hayek,"Hayek, Friedrich A.",W.W. Bartley  III,"=""0226320669""","=""9780226320663""",0,4.22,University of Chicago Press,Paperback,194,1991,1988,,2023/05/27,to-read,to-read (#759),to-read,,,,0,0
7799587,"Anatomy of an Epidemic: Magic Bullets, Psychiatric Drugs, and the Astonishing Rise of Mental Illness in America",Robert  Whitaker,"Whitaker, Robert",,"=""0307452417""","=""9780307452412""",0,4.16,Crown,Hardcover,404,2010,2010,,2023/05/27,to-read,to-read (#758),to-read,,,,0,0
42524676,Slavery and Islam,Jonathan A.C. Brown,"Brown, Jonathan A.C.",,"=""1786076365""","=""9781786076366""",0,4.16,Oneworld Academic,Kindle Edition,416,2020,,,2023/05/27,to-read,to-read (#757),to-read,,,,0,0
7101287,Muhammad and the Believers: At the Origins of Islam,Fred M. Donner,"Donner, Fred M.",,"=""0674050975""","=""9780674050976""",0,3.84,Belknap Press,Hardcover,304,2010,2010,,2023/05/27,to-read,to-read (#756),to-read,,,,0,0
60613920,"Of Boys and Men: Why the Modern Male Is Struggling, Why It Matters, and What to Do About It",Richard V. Reeves,"Reeves, Richard V.",,"=""1800750544""","=""9781800750548""",0,4.05,Swift Press,Hardcover,298,2022,2022,,2023/05/27,to-read,to-read (#755),to-read,,,,0,0
8146,The Stories of Vladimir Nabokov,Vladimir Nabokov,"Nabokov, Vladimir",,"=""""","=""""",0,4.30,Vintage,Paperback,685,1996,1995,,2023/05/20,to-read,to-read (#754),to-read,,,,0,0
755204,"Tokyo Year Zero (Tokyo Trilogy, #1)",David Peace,"Peace, David",,"=""0307263746""","=""9780307263742""",0,3.32,Knopf,Hardcover,355,2007,2007,,2023/05/20,to-read,to-read (#753),to-read,,,,0,0
49354511,The Dictionary of Lost Words,Pip Williams,"Williams, Pip",,"=""1925972593""","=""9781925972597""",0,4.02,Affirm Press,Paperback,384,2021,2020,,2023/05/20,to-read,to-read (#752),to-read,,,,0,0
14376,Einstein’s Dreams,Alan Lightman,"Lightman, Alan",,"=""140007780X""","=""9781400077809""",0,4.06,Vintage,Paperback,140,2004,1993,,2023/05/20,to-read,to-read (#751),to-read,,,,0,0
39738353,Lanny,Max Porter,"Porter, Max",,"=""0571340288""","=""9780571340286""",0,4.05,Faber & Faber,Hardcover,210,2019,2019,,2023/05/20,to-read,to-read (#750),to-read,,,,0,0
206236,"The Power of the Dog (Power of the Dog, #1)",Don Winslow,"Winslow, Don",,"=""1400096936""","=""9781400096930""",0,4.37,Vintage Crime/Black Lizard,Paperback,542,2006,2005,,2023/05/20,to-read,to-read (#749),to-read,,,,0,0
17465664,Spider in a Tree,Susan Stinson,"Stinson, Susan",,"=""161873069X""","=""9781618730695""",0,3.82,Small Beer Press,Paperback,300,2013,2013,,2023/05/20,to-read,to-read (#748),to-read,,,,0,0
18342421,Morning in Serra Mattu: A Nubian Ode (McSweeney's Poetry Series),Arif Gamal,"Gamal, Arif",,"=""1938073894""","=""9781938073892""",0,4.18,McSweeney's Publishing,Hardcover,181,2014,2014,,2023/05/20,to-read,to-read (#747),to-read,,,,0,0
63023640,"Good Night, Irene",Luis Alberto Urrea,"Urrea, Luis Alberto",,"=""0316265853""","=""9780316265850""",0,4.13,"Little, Brown and Company",Hardcover,407,2023,2023,,2023/05/20,to-read,to-read (#746),to-read,,,,0,0
37570595,Friday Black,Nana Kwame Adjei-Brenyah,"Adjei-Brenyah, Nana Kwame",,"=""1328911241""","=""9781328911247""",4,4.04,Mariner Books,Paperback,194,2018,2018,2023/05/20,2023/05/01,2023,2023 (#18),read,,,,1,0
957567,The Iron Dragon's Daughter (The Iron Dragon's Daughter #1),Michael Swanwick,"Swanwick, Michael",,"=""0688131743""","=""9780688131746""",3,3.66,AvoNova / William Morrow & Co,Hardcover,424,1993,1993,2023/05/14,2023/02/18,2023,2023 (#17),read,,,,1,0
478,Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,"Putnam, Robert D.",,"=""0743203046""","=""9780743203043""",0,3.85,Touchstone Books by Simon & Schuster,Paperback,544,2001,2000,,2023/05/09,to-read,to-read (#745),to-read,,,,0,0
46195204,The Magical Language of Others,E.J. Koh,"Koh, E.J.",,"=""1947793381""","=""9781947793385""",0,3.87,Tin House Books,Hardcover,209,2020,2020,,2023/05/09,to-read,to-read (#744),to-read,,,,0,0
54739289,The Parted Earth,Anjali Enjeti,"Enjeti, Anjali",,"=""""","=""9781938235771""",0,3.96,Hub City Press,Hardcover,272,2021,2021,,2023/05/09,to-read,to-read (#743),to-read,,,,0,0
61190770,Chain-Gang All-Stars,Nana Kwame Adjei-Brenyah,"Adjei-Brenyah, Nana Kwame",,"=""0593317335""","=""9780593317334""",0,4.12,Pantheon,Hardcover,367,2023,2023,,2023/05/01,to-read,to-read (#742),to-read,,,,0,0
60766189,"A Day of Fallen Night (The Roots of Chaos, #0)",Samantha Shannon,"Shannon, Samantha",,"=""1635577926""","=""9781635577921""",0,4.33,Bloomsbury Publishing,Hardcover,868,2023,2023,,2023/05/01,to-read,to-read (#741),to-read,,,,0,0
57099452,Strange Beasts of China,Yan Ge,"Ge, Yan",Jeremy Tiang,"=""1612199097""","=""9781612199092""",3,3.81,Melville House Pub,Hardcover,232,2021,2006,2023/04/30,2023/02/18,2023,2023 (#16),read,,,,1,0
123001950,Solito,Javier Zamora,"Zamora, Javier",,"=""0593498089""","=""9780593498088""",0,4.48,Hogarth,Paperback,416,2023,2022,,2023/04/27,to-read,to-read (#740),to-read,,,,0,0
59991113,The Sultan's Sword,Badees Nouiouat,"Nouiouat, Badees",,"=""""","=""9798763444315""",0,4.67,Independently published,Paperback,261,2021,,,2023/04/17,to-read,to-read (#739),to-read,,,,0,0
36337550,The 7 1/2 Deaths of Evelyn Hardcastle,Stuart Turton,"Turton, Stuart",,"=""""","=""""",3,3.79,Sourcebooks Landmark,Hardcover,432,2018,2018,2020/02/12,2020/02/03,2020,2020 (#14),read,,,,1,0
59900688,Solito,Javier Zamora,"Zamora, Javier",,"=""0593498062""","=""9780593498064""",0,4.48,Hogarth,Hardcover,384,2022,2022,,2023/04/17,to-read,to-read (#738),to-read,,,,0,0
